Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Multiple_Safety_Conditions_llama3.1_8b,v1.5,0.24153136628727365,0.0564024566658128,0.24068003797366888,0.05603389001349026,89.74545454545454,0.014495889241013091,0.014495889241013091,0.0,0.05654866776461627,0.05654866776461627,0.0061559999999999965,2.52,100.0,11.0,4988.589496393379
