Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Cluttered_Tabletop_Custom_llama3.1_8b_pnp,v2,0.3483157081306697,0.03960923205136872,0.34317238668297945,0.03281425829085941,0.0,0.002761516090097646,0.002761516090097646,54.16666666666667,0.0,0.0,0.21120000000000003,0.587264,100.0,11.0,4443.017623332085
