Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Cluttered_Tabletop_Custom_gemma4_e4b,v2,0.057919755176294774,0.045499654337569376,0.04969223941088818,0.024941771964377805,0.0,0.002596363544601718,0.002596363544601718,100.0,0.003333577628114951,0.003333577628114951,0.11424000000000004,0.44099999999999995,100.0,11.0,8629.995685537753
