Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Cluttered_Tabletop_gemma4_31b,v1,0.5587244377806587,0.07091299490856451,0.5647981263317233,0.07143178687975857,0.0,0.0,0.0,100.0,0.0012383975108252168,0.0012383975108252168,0.01104,0.13202,100.0,11.0,8681.50157496774
