Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Cluttered_Tabletop_Custom_qwen3.5_27b,v2,0.16022386712405073,0.029896868640568213,0.15472997558039028,0.019367807329228305,0.0,0.002596363544601718,0.002596363544601718,35.265151515151516,0.003333577628114951,0.003333577628114951,0.12096000000000003,0.7140000000000002,100.0,11.0,4566.317556370505
