Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Cluttered_Tabletop_gemma4_31b,v2,0.024642294115885945,0.07468409607231856,0.006340204503036789,0.005409585906181218,0.0,0.007550209822449016,0.007550209822449016,8.56060606060606,0.014027167695466138,0.014027167695466138,0.29519999999999996,1.596,20.795454545454547,2.2875,16124.118069750337
