Experiment,Prompt Version,MTE_mean_all,MTE_std_all,MTE_mean_last_10s,MTE_std_last_10s,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE,
Dynamic_Motion_13_05,v1,0.045547276,0.045304445,0.038854642,0.020352563,0,0,0,100,,,0.139776,0.0342006,42.73636364,4.701,21878.40929,
Dynamic_Motion_13_05,v1,0.045547276,0.045304445,0.038854642,0.020352563,0,0,0,100,,,0.139776,0.0342006,42.73636364,4.701,21878.40929,
Dynamic_Motion_13_05,v1,0.046562567,0.045275278,0.039971462,0.020643551,0,0,0,100,,,0.139776,0.0342006,44.5,4.895,21708.49303,w joint limits
Dynamic_Motion_13_05,v1,0.1757147488195215,0.10448343271589144,0.17604703799249158,0.10481523496616048,0.0,0.0,0.0,100.0,,,0.13977599999999998,0.0342006,70.68181818181817,7.775,46208.00283377388
Dynamic_Motion_13_05,v1,0.2271088331926134,0.11472740259077586,0.21838629559564657,0.11297631683079296,85.82727272727273,0.0,0.0,100.0,,,0.13977599999999998,0.0342006,83.93636363636364,9.233,7889.4133766152245
Dynamic_Motion_13_05,v1,0.02945758308535222,0.04180078820692885,0.021259072991742175,0.010731726341465828,0.0,0.0,0.0,100.0,,,0.237632,0.08496599999999999,0.21818181818181817,0.024,16284.406688165465
