Experiment,Prompt Version,MTE_mean,MTE_std,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Multiple_Safety_Conditions,v1,0.06190358441674714,0.02730725273418463,0.0,0.001250309927659535,0.001250309927659535,0.0,0.05654866776461627,0.05654866776461627,0.008398000000000003,1.6851589999999999,88.19,8.819,6707.437669822833
