Experiment,Prompt Version,MTE_mean,MTE_std,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Dynamic_Motion_metric,v1,0.07992151321690615,0.0650842509387767,37.1,0.0,0.0,,,,0.08000000000000002,,55.9,5.59,14094.199658101084
Dynamic_Motion_metric,v1,0.04651106186919695,0.04687219866911993,0.0,0.0,0.0,,,,0.13977599999999998,,40.86,4.086,19663.346281474172
Dynamic_Motion_metric,v1,0.04651106186919695,0.04687219866911993,0.0,0.0,0.0,,,,0.13977599999999998,0.0342006,40.86,4.086,19663.346281474172
Dynamic_Motion_metric,v1,0.04651106186919695,0.04687219866911993,0.0,0.0,0.0,0.0,,,0.13977599999999998,0.0342006,40.86,4.086,19663.346281474172
Dynamic_Motion_metric,v1,0.04651106186919695,0.04687219866911993,0.0,19.917163686827614,0.0031607785053695283,100.0,11.707223730196542,0.0015768177247356483,0.13977599999999998,0.0342006,40.86,4.086,19663.346281474172
Dynamic_Motion_metric,v1,0.04554727589937482,0.04530444546385408,0.0,0.0,0.0,100.0,,,0.13977599999999998,0.0342006,42.736363636363635,4.7010000000000005,21878.409290614738
